Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,CoverLink,Year
2075731,Windmills of the Gods,Sidney Sheldon,"Sheldon, Sidney",,"=""0688065708""","=""9780688065706""",4,3.87,William Morrow,Hardcover,384,1987,1987,2008/01/01,2012/12/10,,,read,,,,1,0,1266519473l,2008
1996400,The Sands of Time,Sidney Sheldon,"Sheldon, Sidney",,"=""0688065716""","=""9780688065713""",4,3.78,William Morrow,Hardcover,334,1988,1985,2008/01/01,2012/12/10,,,read,,,,1,0,1387733129l,2008
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.92,HarperCollins,Paperback,197,1993,1988,2009/01/01,2012/12/10,,,read,,,,1,0,1483412266l,2009
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",4,4.07,Bantam Books,Mass Market Paperback,152,1981,1922,2013/02/16,2013/02/16,,,read,,,,1,0,1629378189l,2013
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",4,3.75,Doubleday,Hardcover,509,2009,2009,2010/01/01,2012/12/10,,,read,,,,1,0,1534070883l,2010
533308,Bloodline,Sidney Sheldon,"Sheldon, Sidney",,"=""0446357448""","=""9780446357449""",4,3.86,Grand Central Publishing,Mass Market Paperback,460,1988,1977,2009/01/01,2012/12/10,,,read,,,,1,0,1307284955l,2009
6969361,2 States: The Story of My Marriage,Chetan Bhagat,"Bhagat, Chetan",,"=""8129115301""","=""9788129115300""",4,3.43,Rupa & Co,Paperback,269,2009,2009,2012/01/01,2012/12/10,,,read,,,,1,0,1255292027l,2012
8520362,The Grand Design,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0553805371""","=""9780553805376""",4,4.06,Bantam,Hardcover,199,2010,2010,2013/02/01,2013/02/01,,,read,,,,1,0,1320558363l,2013
9086994,Aleph,Paulo Coelho,"Coelho, Paulo",,"=""8575425773""","=""9788575425770""",3,3.38,SEXTANTE,Paperback,256,2010,2010,2013/10/13,2013/10/13,,,read,,,,1,0,1397502326l,2013
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",4,4.13,Cambridge University Press,Paperback,184,1992,1944,2014/03/28,2014/03/28,,,read,,,,1,0,1348631664l,2014
10785310,The Buddha and his Dhamma: A Critical Edition,Aakash Singh Rathore,"Rathore, Aakash Singh",Ajay Verma,"=""0198068670""","=""9780198068679""",3,4.45,Oxford University Press,Hardcover,448,2011,1957,2014/03/01,2014/03/07,,,read,,,,1,0,1383358324l,2014
481069,The Doomsday Conspiracy,Sidney Sheldon,"Sheldon, Sidney",,"=""0446363669""","=""9780446363662""",3,3.66,Warner,Mass Market Paperback,401,1992,1991,2007/01/01,2012/12/10,,,read,,,,1,0,1344265746l,2007
11827808,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",3,4.1,Westland,Paperback,371,2011,2011,2013/01/01,2012/12/10,,,read,,,,1,0,1308930273l,2013
11944741,"In the Dust of This Planet (Horror of Philosophy, #1)",Eugene Thacker,"Thacker, Eugene",,"=""184694676X""","=""9781846946769""",4,3.67,Zer0 Books,Paperback,179,2011,2011,2014/11/01,2014/10/28,,,read,,,,1,0,1348583638l,2014
12615008,"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,"Bhagat, Chetan",,"=""8129118807""","=""9788129118806""",3,3.11,Rupa Publications,Paperback,296,2011,2011,2012/01/01,2012/12/10,,,read,,,,1,0,1317964666l,2012
12820793,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,"Tripathi, Amish",,"=""9382618341""","=""9789382618348""",3,3.84,Westland,Paperback,575,2013,2013,2013/01/01,2013/09/21,,,read,,,,1,0,1357242702l,2013
14834819,One Night At The Call Centre,Chetan Bhagat,"Bhagat, Chetan",,"=""0552778931""","=""9780552778930""",2,2.53,Rupa,Paperback,320,2012,2005,2009/01/01,2012/12/10,,,read,,,,1,0,1356450971l,2009
105576,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,"Bhagat, Chetan",,"=""8129104598""","=""9788129104595""",4,3.43,Rupa Publications,Paperback,267,2011,2004,2008/01/01,2012/12/10,,,read,,,,1,0,1298571209l,2008
43877,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,"Sharma, Robin S.",,"=""0062515675""","=""9780062515674""",4,3.89,HarperOne,Paperback,208,1999,1996,2012/01/01,2012/11/24,,,read,,,,1,0,1388189325l,2012
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",4,3.7,Corgi books,Paperback,510,2004,1998,2008/01/01,2012/12/10,,,read,,,,1,0,1360095966l,2008
12956481,The Legend of Sleepy Hollow,Washington Irving,"Irving, Washington",,"=""1612930980""","=""9781612930985""",4,3.78,Tribeca Books,Paperback,54,2011,1820,2012/01/01,2012/12/10,,,read,,,,1,0,1340790290l,2012
364089,The Last Don (The Godfather),Mario Puzo,"Puzo, Mario",,"=""0345412214""","=""9780345412218""",4,3.89,Ballantine Books,Mass Market Paperback,502,1997,1996,2012/01/01,2012/12/10,,,read,,,,1,0,1436903416l,2012
982310,Phaedo,Plato,"Plato, Plato","David Gallop, R.D. Archer-Hind","=""0192839535""","=""9780192839534""",4,4.07,Oxford University Press,Paperback,144,1993,-380,2013/01/01,2013/11/17,,,read,,,,1,0,1266688328l,2013
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0060198818""","=""9780060198817""",4,4.39,Ecco,Hardcover,912,2007,2007,2014/01/01,2014/03/07,,,read,,,,1,0,1500471959l,2014
968,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""5550155184""","=""9785550155189""",4,3.92,Random House Large Print,Hardcover,489,2003,2003,2007/01/01,2012/11/03,,,read,,,,1,0,1579621267l,2007
616265,The Naked Face,Sidney Sheldon,"Sheldon, Sidney",,"=""0446341916""","=""9780446341912""",4,3.58,Grand Central Publishing,Mass Market Paperback,320,1985,1970,2007/01/01,2012/12/10,,,read,,,,1,0,1404935439l,2007
1309641,Sky Is Falling,Sidney Sheldon,"Sheldon, Sidney",,"=""0007104359""","=""9780007104352""",3,3.62,Harpercollins,Paperback,,2000,2000,2008/01/01,2012/12/10,,,read,,,,1,0,1182666222l,2008
67864,Stillness Speaks,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",4,4.27,Yellow Kite,Paperback,144,2003,2003,2012/01/01,2012/12/10,,,read,,,,1,0,1349064986l,2012
358674,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",4,3.96,Miramax Books,Paperback,277,2002,2002,2008/01/01,2012/12/10,,,read,,,,1,0,1442669564l,2008
575715,"Anything for You, Ma'am: An IITian's Love Story",Raheja Tushar,"Tushar, Raheja",,"=""8188575860""","=""9788188575862""",3,2.93,Srishti Publishers & Distributors,Paperback,256,2006,2006,2009/01/01,2012/12/10,,,read,,,,1,0,1260981980l,2009
180995,Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes,Thomas Cathcart,"Cathcart, Thomas",Daniel Klein,"=""""","=""""",4,3.76,Harry N. Abrams,Hardcover,200,2007,2006,2011/01/01,2013/09/12,,,read,,,,1,0,1222897338l,2011
106648,Memories of Midnight,Sidney Sheldon,"Sheldon, Sidney",,"=""0446354678""","=""9780446354677""",4,3.74,Warner Books,Mass Market Paperback,404,1991,1990,2007/01/01,2012/12/10,,,read,,,,1,0,1501701194l,2007
2296304,Sannikov Land,Vladimir Obruchev,"Obruchev, Vladimir",,"=""1589638670""","=""9781589638679""",4,3.96,Fredonia Books (NL),Paperback,376,2002,1926,2008/01/01,2012/11/24,,,read,,,,1,0,1348904652l,2008
4006,The Valkyries,Paulo Coelho,"Coelho, Paulo",,"=""0722533942""","=""9780722533949""",3,3.31,HarperTorch (an imprint of HarperCollins Publishers),Paperback,243,1999,1988,2008/01/01,2012/12/10,,,read,,,,1,0,1414013931l,2008
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.21,Bantam Books,Paperback,226,1998,1988,2012/01/01,2012/12/10,,,read,,,,1,0,1333578746l,2012
2179276,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",4,4.08,Hyperion Books for Children/Disney Book Group,Hardcover,391,2008,2008,2009/01/01,2012/12/10,,,read,,,,1,0,1522190483l,2009
7530804,Are You Afraid of the Dark? by SIDNEY SHELDON (2004) Hardcover,Sidney Sheldon,"Sheldon, Sidney",,"=""1405610719""","=""9781405610711""",3,3.69,WILLIAM MORROW & COMPANY INC,Hardcover,278,2004,2004,2008/01/01,2012/12/10,,,read,,,,1,0,#N/A,2008
1430,Eleven Minutes,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0060589280""","=""9780060589288""",3,3.71,HarperOne,Paperback,273,2003,2003,2007/01/01,2012/12/10,,,read,,,,1,0,1358266987l,2007
714711,You Can Win : A Step by Step Tool for Top Achievers,Shiv Kehra,"Kehra, Shiv",,"=""1904910033""","=""9781904910039""",3,3.9,Gazelle Distribution,Paperback,290,2004,1998,2007/01/01,2012/12/10,,,read,,,,1,0,1347228056l,2007
613898,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,"Colfer, Eoin",,"=""0786849592""","=""9780786849598""",4,4.01,Hyperion,Paperback,385,2008,2006,2007/01/01,2012/12/10,,,read,,,,1,0,1661020152l,2007
4012334,Stranger in the Mirror,Sidney Sheldon,"Sheldon, Sidney",,"=""1417801905""","=""9781417801909""",4,3.67,Turtleback Books,Library Binding,0,1988,1976,2008/01/01,2012/12/10,,,read,,,,1,0,#N/A,2008
1795294,The Stars Shine Down,Sidney Sheldon,"Sheldon, Sidney",,"=""0688084907""","=""9780688084905""",3,3.73,William Morrow,Hardcover,400,1992,1992,2009/01/01,2012/12/10,,,read,,,,1,0,1303566333l,2009
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",3,3.77,Free Press,Hardcover,276,2008,2008,2013/04/01,2013/08/07,,,read,,,,1,0,1710937569l,2013
112803,Gandhi: An Autobiography,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""""","=""""",4,4.11,Beacon Press,Paperback,528,1993,1927,2014/01/01,2013/04/01,,,read,,,,1,0,1320560971l,2014
533309,If Tomorrow Comes,Sidney Sheldon,"Sheldon, Sidney",,"=""""","=""""",4,4.07,Grand Central Publishing,Paperback,416,1988,1985,2007/01/01,2012/12/10,,,read,,,,1,0,1410860862l,2007
774605,Master of the Game,Sidney Sheldon,"Sheldon, Sidney",,"=""0446355453""","=""9780446355452""",4,4.14,Warner Books,Paperback,496,1983,1982,2007/01/01,2012/12/10,,,read,,,,1,0,1344267427l,2007
4012342,"Morning, Noon & Night",Sidney Sheldon,"Sheldon, Sidney",,"=""1417802103""","=""9781417802104""",4,3.7,San Val,Hardcover,0,1996,1995,2008/01/01,2012/12/10,,,read,,,,1,0,#N/A,2008
143877,Freedom from the Known,J. Krishnamurti,"Krishnamurti, J.",Mary Lutyens,"=""0060648082""","=""9780060648084""",4,4.29,HarperOne ,Paperback,124,2009,1969,2013/07/01,2013/08/06,,,read,,,,1,0,1410132490l,2013
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",4,3.96,Random House,Paperback,321,1997,1997,2013/01/01,2013/06/08,,,read,,,,1,0,1590282886l,2013
6251486,"The Opal Deception (Artemis Fowl, #4)",Eoin Colfer,"Colfer, Eoin",,"=""1423124553""","=""9781423124559""",4,4.06,Hyperion Books,Paperback,342,2009,2005,2008/01/01,2012/12/10,,,read,,,,1,0,1442027103l,2008
43328,Rage of Angels,Sidney Sheldon,"Sheldon, Sidney",,"=""0006178731""","=""9780006178736""",4,3.97,HarperCollins Publishers,Paperback,512,1995,1980,2007/01/01,2012/12/10,,,read,,,,1,0,1356445383l,2007
99610,The Best Laid Plans,Sidney Sheldon,"Sheldon, Sidney",,"=""0446604089""","=""9780446604086""",3,3.72,Time Warner,Paperback,372,1998,1997,2008/01/01,2012/12/10,,,read,,,,1,0,1353374848l,2008
99756,Love Story,Erich Segal,"Segal, Erich",,"=""0060748095""","=""9780060748098""",4,3.65,Harper Perennial,Paperback,131,2005,1969,2009/01/01,2012/12/10,,,read,,,,1,0,1365659626l,2009
444309,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""0786817070""","=""9780786817078""",4,3.86,Miramax,Paperback,288,2001,2001,2009/01/01,2012/12/10,,,read,,,,1,0,1386475778l,2009
685655,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,"Colfer, Eoin",,"=""0786814934""","=""9780786814930""",4,4.05,Disney-Hyperion,Paperback,320,2004,2003,2008/01/01,2012/12/10,,,read,,,,1,0,1177183018l,2008
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",3,3.69,Plume,Paperback,1168,1999,1957,2011/01/01,2012/12/10,,,read,,,,1,0,1405868167l,2011
1831084,Tell Me Your Dreams,Sidney Sheldon,"Sheldon, Sidney",,"=""0688166911""","=""9780688166915""",3,3.99,William Morrow,Hardcover,384,1998,1998,2008/01/01,2012/12/10,,,read,,,,1,0,1188937909l,2008
136167,The Other Side of Midnight (Midnight #1),Sidney Sheldon,"Sheldon, Sidney",,"=""0440060672""","=""9780440060673""",3,3.96,"Dell Publishing Co., Inc.",Mass Market Paperback,462,1975,1973,2008/01/01,2012/12/10,,,read,,,,1,0,1172077093l,2008
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1876175702""","=""9781876175702""",4,3.79,Ocean Press,Paperback,175,2003,1992,2013/09/01,2012/12/10,,,read,,,,1,0,1354902593l,2013
4102763,Paths of Glory,Jeffrey Archer,"Archer, Jeffrey",,"=""0312539517""","=""9780312539511""",4,4.01,St. Martin's Press,Hardcover,418,2009,2009,2012/04/01,2012/11/24,,,read,,,,1,0,1312068627l,2012
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.81,Scribner,Hardcover,96,1996,1952,2015/04/15,2014/03/10,,,read,,,,1,0,1329189714l,2015
18897118,Euthyphro,Plato,"Plato, Plato",,"=""""","=""""",4,3.94,,Kindle Edition,38,2012,-399,2014/10/11,2014/10/11,,,read,,,,1,0,1387221689l,2014
670673,"The Golden Fortress (Feluda, #3)",Satyajit Ray,"Ray, Satyajit",,"=""0143335774""","=""9780143335771""",4,4.34,Puffin Books,Paperback,119,2004,1971,2009/01/01,2014/06/30,,,read,,,,1,0,1302108372l,2009
17184,The Invisible Man,H.G. Wells,"Wells, H.G.","Daniel Philpott, Дмитро Паламарчук, Микола Іванов, Герберт Велз","=""0451528522""","=""9780451528520""",4,3.63,New American Library/Penguin Books,Mass Market Paperback,192,2002,1897,2014/06/28,2014/06/30,,,read,,,,1,0,1630661776l,2014
693771,Ignited Minds: Unleashing the Power Within India,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",,"=""0143029827""","=""9780143029823""",4,4.03,Penguin Global,Mass Market Paperback,222,2003,2002,2014/06/26,2014/06/11,,,read,,,,1,0,1349075472l,2014
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",4,4.16,"Little, Brown and Company",Hardcover,327,2013,2012,2014/06/02,2014/06/11,,,read,,,,1,0,1375414895l,2014
785454,Train to Pakistan,Khushwant Singh,"Singh, Khushwant",Arthur Lall,"=""0802132219""","=""9780802132215""",5,3.94,Grove Press,Paperback,181,1994,1956,2014/06/10,2014/06/11,,,read,,,,1,0,1599410785l,2014
475235,The Room on the Roof,Ruskin Bond,"Bond, Ruskin",,"=""0140239596""","=""9780140239591""",4,4.14,Penguin Books,Paperback,152,1989,1956,2014/06/02,2014/06/11,,,read,,,,1,0,1398204015l,2014
15735106,Turning Points: A Journey Through Challenges,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",,"=""9350293471""","=""9789350293478""",4,4.1,Harper Collins Publishers,Paperback,176,2012,2012,2014/06/06,2014/06/11,,,read,,,,1,0,1342436692l,2014
634583,Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",Arun Tiwari,"=""8173711461""","=""9788173711466""",4,4.29,Universities Press,Paperback,180,2011,1999,2014/05/28,2014/06/11,,,read,,,,1,0,1588286863l,2014
10695150,The Secret Letters of the Monk Who Sold His Ferrari,Robin S. Sharma,"Sharma, Robin S.",,"=""0007321112""","=""9780007321117""",3,4.04,Harper Element,Paperback,223,2011,,2014/05/21,2014/06/11,,,read,,,,1,0,1342338948l,2014
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.01,Anchor Books,Paperback,207,1997,1996,,2014/06/11,to-read,to-read (#7),to-read,,,,0,0,#N/A,Err:502
16128815,Cosmic Apprentice: Dispatches from the Edges of Science,Dorion Sagan,"Sagan, Dorion",,"=""081668135X""","=""9780816681358""",0,3.68,Univ Of Minnesota Press,Hardcover,288,2013,2013,,2014/04/19,to-read,to-read (#6),to-read,,,,0,0,#N/A,Err:502
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060920432""","=""9780060920432""",0,4.11,Harper Perennial,Paperback,303,1990,1990,,2014/03/25,to-read,to-read (#5),to-read,,,,0,0,#N/A,Err:502
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2013/11/06,2013/04/10,,,read,,,,1,0,1317793965l,2013
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",4,3.82,Arrow Books,Paperback,293,2004,1929,2013/10/07,2013/10/02,,,read,,,,1,0,1313714836l,2013
15816556,Time Reborn: From the Crisis in Physics to the Future of the Universe,Lee Smolin,"Smolin, Lee",Henry Reich,"=""0547511728""","=""9780547511726""",4,3.85,Houghton Mifflin Harcourt,Hardcover,352,2013,2013,2013/09/13,2013/06/03,,,read,,,,1,0,1348098653l,2013
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",4,3.96,Penguin Classics,Paperback,416,2003,-400,2013/08/06,2013/06/26,,,read,,,,1,0,1386925655l,2013
174501,India: A History,John Keay,"Keay, John",,"=""0802137970""","=""9780802137975""",4,3.93,Grove Press,Paperback,578,2000,2000,2013/08/03,2013/06/26,,,read,,,,1,0,1631073754l,2013
6473546,A Better India: A Better World,N.R. Narayana Murthy,"Murthy, N.R. Narayana",,"=""067008283X""","=""9780670082834""",0,3.85,Penguin Global,Hardcover,320,2009,2009,,2013/05/27,to-read,to-read (#3),to-read,,,,0,0,#N/A,Err:502
936716,Limitless Mind: A Guide to Remote Viewing and Transformation of Consciousness,Russell Targ,"Targ, Russell",Jean Houston,"=""1577314131""","=""9781577314134""",3,4.01,New World Library,Paperback,233,2004,2004,2013/04/22,2013/04/20,,,read,,,,1,0,1299651412l,2013
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",4,3.94,Seal Books,Paperback,460,2006,2001,2013/04/20,2013/04/17,,,read,,,,1,0,1631251689l,2013
6807853,Socrates and Jesus: The Dialogue that Shaped Western Civilization,Michael E. Hattersley,"Hattersley, Michael E.",,"=""0875867294""","=""9780875867298""",3,4,Algora Publishing,Paperback,210,2009,2009,2013/04/17,2013/03/04,,,read,,,,1,0,1282803102l,2013
17610001,Young Einstein: From the Doxerl Affair to the Miracle Year,L. Randles Lagerstrom,"Lagerstrom, L. Randles",,"=""""","=""""",4,3.96,,Kindle Edition,90,2013,2013,2013/04/13,2013/04/07,,,read,,,,1,0,#N/A,2013
1744658,Concentration and Meditation,Paramananda,"Paramananda, Paramananda",,"=""0766106365""","=""9780766106369""",3,3.89,Kessinger Publishing,Paperback,,1998,1974,2013/04/05,2013/02/15,,,read,,,,1,0,1348523591l,2013
158435,Sadhana,Rabindranath Tagore,"Tagore, Rabindranath",,"=""142181904X""","=""9781421819044""",4,4.21,1st World Library - Literary Society,Paperback,136,2006,1913,2013/04/04,2013/04/04,,,read,,,,1,0,1348961774l,2013
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",4,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,2013/04/01,2013/02/11,,,read,,,,1,0,1410136019l,2013
290867,"The Upanishads, Part 1",F. Max Müller,"Müller, F. Max",,"=""048620992X""","=""9780486209920""",0,4.09,Dover Publications,Paperback,421,1962,1879,,2013/03/30,to-read,to-read (#2),to-read,,,,0,0,#N/A,Err:502
38210,The Art of Happiness,Dalai Lama XIV,"XIV, Dalai Lama",Howard C. Cutler,"=""1573221112""","=""9781573221115""",4,4.17,Riverhead Hardcover,Hardcover,322,1998,1998,2013/03/24,2013/03/10,,,read,,,,1,0,1309287434l,2013
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",4,3.95,Pantheon Books,Hardcover,252,2008,2008,2013/03/11,2013/02/01,,,read,,,,1,0,1320392907l,2013
216543,Entangled Minds: Extrasensory Experiences in a Quantum Reality (A Study on Parapsychology),Dean Radin,"Radin, Dean",,"=""1416516778""","=""9781416516774""",4,4.01,Paraview Pocket Books,Paperback,368,2006,2006,2013/03/03,2013/03/04,,,read,,,,1,0,1411350196l,2013
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",4,3.9,Houghton Mifflin Co.,Hardcover,374,2006,2006,2013/02/15,2012/12/10,,,read,,,,1,0,1347220693l,2013
366522,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,"Ahern, Cecelia",,"=""0786890754""","=""9780786890750""",2,4.03,Hachette Books,Paperback,501,2004,2004,2013/02/05,2013/02/01,,,read,,,,1,0,1392344536l,2013
16305,"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,"Christie, Agatha",,"=""1579126286""","=""9781579126285""",3,3.98,Black Dog & Leventhal Publishers,Hardcover,220,2006,1941,2012/12/15,2012/12/10,,,read,,,,1,0,1386922974l,2012
18796,In Search of Lost Time,Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, Andreas Mayor, D.J. Enright","=""0812969642""","=""9780812969641""",0,4.34,Modern Library,Paperback,4211,2003,1927,,2013/01/09,to-read,to-read (#1),to-read,,,,0,0,#N/A,Err:502
43325,Nothing Lasts Forever,Sidney Sheldon,"Sheldon, Sidney",,"=""0446354732""","=""9780446354738""",4,3.88,Grand Central ,Mass Market Paperback,384,1995,1994,2008/11/01,2012/12/10,,,read,,,,1,0,1344265620l,2008
